question_id,question,document_id,source_document_id,document_id_migrated,strict_chunk_id,acceptable_chunk_ids,acceptable_chunk_count,reference_candidate,reference_claims_json,evidence_preview,question_supported,reference_answer_reviewed,acceptable_chunks_reviewed,model_cleanup_applied,model_cleanup_notes,reviewer_notes
rq011,KDOQI 2019 血管通路指南如何体现以患者 ESKD Life-Plan 为核心的管理理念？,doc_3b7890,doc_3b7890,FALSE,doc_3b7890:af6ea2d2c271b356,doc_3b7890:af6ea2d2c271b356;doc_3b7890:c18010802a7b71c1;doc_3b7890:a0c5fa8f89cd418b;doc_3b7890:351d30b8fbff61b2,4,KDOQI 2019 将患者当前及预期的医疗状况、生活情境和偏好纳入终身 ESKD Life-Plan，并据此动态选择肾脏替代方式及血管通路；通路管理包含血管保护、创建、应急和后续接替计划，需定期复评更新，以实现“在正确时间、为正确患者选择正确通路”，而非统一执行 fistula first。,"[{""claim_id"": ""rq011-c1"", ""claim_text"": ""KDOQI 2019 将患者当前及预期的医疗状况、生活情境和偏好纳入终身 ESKD Life-Plan，并据此动态选择肾脏替代方式及血管通路；通路管理包含血管保护、创建、应急和后续接替计划，需定期复评更新，以实现“在正确时间、为正确患者选择正确通路”，而非统一执行 fistula first。"", ""acceptable_chunk_ids"": [""doc_3b7890:af6ea2d2c271b356"", ""doc_3b7890:c18010802a7b71c1"", ""doc_3b7890:a0c5fa8f89cd418b"", ""doc_3b7890:351d30b8fbff61b2""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## guidelineinterventional radiology   The new Kidney Disease Outcomes Quality Initiative (KDOQI) Vascular Access Guide-lines have a patient focus for comprehensive vascular access management. The patient's unique circumstances and individualized needs are the foundation of their dialysis access strategy,which is interlinked with the patient's End Stage Kidney Disease (ESKD) Life-Plan. The ESKD Life-Plan is an individualized and comprehensive map for dialysis modalities and vascular access for the lifetime of the patient. New targets are introduced that align with this patient-centered approac || [6] So then,what exactly is the ESKD Life-Plan? Extracted from the KDOQI Clinical Practice Guideline (CPG) definitions, the ESKD Life-Plan is defined as ""the individualized set of kidney replacement modalities (hemodialysis, peritoneal dialysis, transplantation) required to sustain a patient's life with ESKD that considers the patient's current and antici-pated medical and life circumstances and patient preferen-ces.The Life-Plan should be reevaluatedregularly to adapt to the changes in a patient's life circumstances.""3 For example, if a patient chooses conservative care once they reach ESKD, then || [9] ### AV Access Creation: Choice and Location   The ESKD Life-Plan supports an individualized approach to vascular access choice and location. Rather than a typical ""distal to proximal"" approach for all, it allows for flexibility so that if a patient has limited life expectancy but rela-tively good vessels, an upper arm fistula first approach may be feasible. At the same time, it also avoids the inappropriate excessive creation of upper arm fistulas to conform to a fistula first approach4 (i.e., upper arm vessels are typically larger, hence easier to achieve a fistula) in young patients for whom || [13] ## Guideline Targets   These guidelines recognizethat there are local, national, and international differences in practice patterns and emphasize the need to uphold high-quality standards regardless of these differences. Given differencesin practices, three pri-mary targets were chosen,rather than a multitude of ""to do"" targets that may not be applicable to all practices. The targets focus on the patient and the key complications associated with the use of AV access (AVF and AVG) and **CVC(-Table** 3). The second target is particularly relevant for the interven-tional radiologist. It aims to e",,通过,通过,TRUE,保留直接说明Life-Plan定义、动态复评及个体化通路选择的证据。,四chunk联合支撑KDOQI 2019 ESKD Life-Plan理念。Chunk2独立覆盖Life-Plan定义、VIP ACCeS四计划、定期复评、right access/patient/time及fistula first替代理念。政策声明经原文验证。
rq012,纵向 CFD 研究观察到动静脉瘘成熟、重塑和狭窄形成怎样的时间变化？,doc_3e2e29,doc_3e2e29,FALSE,doc_3e2e29:275c5c6e3bbdf2b4,doc_3e2e29:275c5c6e3bbdf2b4;doc_3e2e29:5a2f8ec08266b326,2,术后前6个月，AVF出现显著动脉和静脉扩张、血流量增加及明显流动不稳定，完成成熟；6个月至1年间，吻合口旁静脉开始向内重塑并形成狭窄，血流量自约1年起下降；至1.5年狭窄进展并导致通路失败。狭窄扩展同时伴随局部速度波形规则化以及近壁扰动流和剪切指标下降。,"[{""claim_id"": ""rq012-c1"", ""claim_text"": ""术后前6个月，AVF出现显著动脉和静脉扩张、血流量增加及明显流动不稳定，完成成熟；6个月至1年间，吻合口旁静脉开始向内重塑并形成狭窄，血流量自约1年起下降；至1.5年狭窄进展并导致通路失败。狭窄扩展同时伴随局部速度波形规则化以及近壁扰动流和剪切指标下降。"", ""acceptable_chunk_ids"": [""doc_3e2e29:275c5c6e3bbdf2b4"", ""doc_3e2e29:5a2f8ec08266b326""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## Abstract   The mechanisms underlying vascular stenosis formation in the arteriovenous fistula (AVF) for hemodialysis (HD) remain mostly unknown. Several computational fluid dynamics (CFD) studies have suggested a potential role for unsteady flow in inducing intimal hyperplasia and AVF stenosis, but the majority of these observations have been limited to a single time point after surgical creation. The aim of the present study was to investigate the relation between hemodynamic conditions and AVF vascular remodeling through a CFD longitudinal study. Non contrast-enhanced MR images and Dopple || [11] To the best of our knowledge,this study is the first that characterized hemodynamic changes occurring during the development of a significant AVF stenosis and its progres-sion to clinical failure, which occurred 1.5 years after sur-gery. Before stenosis development, the AVF had a successful maturation1 process, characterized by a massive arterial and venous dilatation within the 6 months after sur-gery, consistent with the well-established process of AVF maturation. After AVF maturation, the sudden expansion of the venous vessel near the anastomosis was responsible for flow instability and the",,通过,通过,TRUE,仅保留完整概述成熟、重塑、狭窄进展及血流变化时间线的证据。,Chunk1(摘要)独立覆盖完整时间线(6月成熟→1年狭窄→1.5年失败)及血流/扰动流变化。Chunk2(讨论)以更多细节独立验证。inward remodeling因果措辞准确。数值一致。
rq013,该血管杂音理论如何解释近场、远场以及逆行声波的作用？,doc_4058a8,doc_4058a8,FALSE,doc_4058a8:39001e84f14d352e,doc_4058a8:39001e84f14d352e;doc_4058a8:99fc024bd4d1f156;doc_4058a8:bc7dd83e484950c4,3,狭窄处湍流压力在局部产生血管杂音，因此声源附近适合近场听诊；但声音也可传播到远场。入口处产生的逆行波向上游传播，并与占优势的顺行波相遇后衰减，其相遇前形成的先兆杂音可能在声源之前即被听到，因而远场听诊及顺、逆行波汇合位置也可帮助推测杂音源位置。,"[{""claim_id"": ""rq013-c1"", ""claim_text"": ""狭窄处湍流压力在局部产生血管杂音，因此声源附近适合近场听诊；但声音也可传播到远场。入口处产生的逆行波向上游传播，并与占优势的顺行波相遇后衰减，其相遇前形成的先兆杂音可能在声源之前即被听到，因而远场听诊及顺、逆行波汇合位置也可帮助推测杂音源位置。"", ""acceptable_chunk_ids"": [""doc_4058a8:39001e84f14d352e"", ""doc_4058a8:99fc024bd4d1f156"", ""doc_4058a8:bc7dd83e484950c4""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## ABSTRACT   Stenosis-induced turbulence can bring many insidious effects to bear on the vasculature. The sound generated in an arterial compartment due to fluctuating turbulent pressure and the distortions in the flow characteristics around a stenotic region leave much to be desired. As vascular sounds are generated locally in the peripheral blood vessels, they require near-field auscultation. It is commonplace in clinical practice to place premium on near-field auscultation, with little attention to events in the far field. Nevertheless,retrograde waves that travel some distance away from t || [14] ## 4.DISCUSSION   This work looked at vascular murmurs from a generalized theoretical standpoint, noting that the vasculature consists of several vascular tissues. It is to be noted that physiological murmurs due to blood flow across normal valves exist and may be amplified by both isotonic and submaximal isometric (handgrip) exercise (see [48]).   Figure 1 shows the flow through a stenosed vascular compartment. The cylinder with open ends A (inlet) and B (exit) is the non-occluded arterial lumen in the stenosed region, hypothesised as a mini-arterial compartment. The flow upstream (towards th || [15] (e) The inherent wall shear stress which fluctuates with time and changes course (scouring the arterial wall) has spatial gradients which is capable of detaching one endothelial cell from another (local stretching and compressing), along with generating structural fatigue within the arterial wall.   In conclusion, vascular bruits are a source of worries as they are often implicated in cardiovascular events. Postural manoeuvres may account for physiological bruits but the notable pathology underlying bruit is vascular stenosis which brings to bear on the flow characteristics (the creation of tu",,通过,通过,TRUE,保留直接解释近场、远场及顺逆行波传播作用的证据。,Chunk1(摘要)和Chunk3(结论段)均独立覆盖近场/远场听诊及顺逆行波传播机制。Chunk2(讨论)补充理论框架。三chunk均有效。
rq014,三种最常见的动静脉瘘分别是什么，其特征性狭窄部位有什么共同几何特征？,doc_42053f,doc_42053f,FALSE,doc_42053f:88ce3ae54a254de8,doc_42053f:88ce3ae54a254de8;doc_42053f:37ff128739ec4044,2,三种最常见的AVF是桡动脉—头静脉瘘、肱动脉—头静脉瘘和肱动脉—转位贵要静脉瘘；其特征性狭窄分别位于吻合口旁段、头静脉弓和近端摆动段。三处共同具有显著成角，可能通过诱发湍流、内膜损伤和新生内膜增生促成狭窄。,"[{""claim_id"": ""rq014-c1"", ""claim_text"": ""三种最常见的AVF是桡动脉—头静脉瘘、肱动脉—头静脉瘘和肱动脉—转位贵要静脉瘘；其特征性狭窄分别位于吻合口旁段、头静脉弓和近端摆动段。三处共同具有显著成角，可能通过诱发湍流、内膜损伤和新生内膜增生促成狭窄。"", ""acceptable_chunk_ids"": [""doc_42053f:88ce3ae54a254de8"", ""doc_42053f:37ff128739ec4044""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] ## Melih Arici   **OBJECTIVE.** In the United States, more than 250,000 patients with end-stage renal dis-ease are dialyzed through arteriovenous fistulas (AVFs). The three most common AVFs are the radiocephalic fistula, the brachiocephalic fistula, and the brachial artery-to-transposed basilic vein fistula. Although many potential access site stenoses can and do occur within any given fistula, each fistula has a characteristic site of stenosis. This article will discuss the characteristic site of stenosis for each type of fistula including the effects of stenosis at that site on fistula funct || [14] ## Conclusion   Of the more than 400,000 patients with ESRD in the United States undergoing renal replacement therapy via hemodialysis, more than 250,000 are dialyzed through AVFs. The   <!-- AJR:205,October 2015 -->   <!-- 729 -->   <!-- American Journal of Roentgenology 2015.205:726-734. -->   ### Quencer and Arici   three most common fistulas are the radioce-phalic fistula, the brachiocephalic fistula,and the BTB fistula.Although any fistula can have a stenosis and sometimes multiple stenoses anywhere throughout its access circuit,each of these fistulas has a characteristic site of nar-rowi",,通过,通过,TRUE,仅保留同时支持三类AVF、特征狭窄部位及共同成角机制的证据。,Chunk1独立列出三种AVF(radiocephalic/brachiocephalic/BTB)及特征狭窄部位(juxta-anastomotic/cephalic arch/proximal swing)。共性成角机制明确。
rq015,基于听诊特征和支持向量机的动静脉瘘狭窄诊断算法取得了怎样的交叉验证结果？,doc_46b880,doc_46b880,FALSE,doc_46b880:9c078db2b92f4a41,doc_46b880:9c078db2b92f4a41;doc_46b880:1eb51a80b9986dc9,2,以血管造影为金标准，该SVM算法取得平均约90%的二折交叉验证命中率。仅使用测量点4特征时平均命中率为84.3%，加入其他测量点特征后可提高到90%以上；敏感性、特异性、阳性预测值和阴性预测值分别为86.2%、95.2%、96.2%和83.3%。,"[{""claim_id"": ""rq015-c1"", ""claim_text"": ""以血管造影为金标准，该SVM算法取得平均约90%的二折交叉验证命中率。仅使用测量点4特征时平均命中率为84.3%，加入其他测量点特征后可提高到90%以上；敏感性、特异性、阳性预测值和阴性预测值分别为86.2%、95.2%、96.2%和83.3%。"", ""acceptable_chunk_ids"": [""doc_46b880:9c078db2b92f4a41"", ""doc_46b880:1eb51a80b9986dc9""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # Stenosis Detection   Dong-Feng Yeih¹,Yuh-Shyang Wang²,Yi-Chun Huang2,   Ming-Fong Chen', and Shey-Shi Lu2, Senior Member,IEEE   **Abstract- In this paper, a diagnosis algorithm for** **arteriovenous fistula (AVF) stenosis is developed based on** **auscultatory features, signal processing, and machine learning.** **The AVF sound signals are recorded by electronic stethoscopes** **at pre-defined positions before and after percutaneous** **transluminal angioplasty (PTA) treatment. Several new signal** **features of stenosis are identified and quantified, and the** **physiological explanations f || [8] ## III. RESULTS AND DISCUSSION   Our research result shows that the measured signals at point 1 (AV junction), point 5,and point 6 for AVG are not discriminative for AVF stenosis. For point 1, the possible explanation is that the signal in AV junction depends largely on the angle between the artery and vein. Thus, the signal feature differs from patient to patient, and cannot be a general feature for stenosis diagnosis among all kinds of patients. As for point 5 and 6, the flow is generally too weak to be discerned.   Signal at point 4 is the most discriminative for AVF stenosis detection. Cho",,通过,通过,TRUE,保留摘要与结果段中直接报告交叉验证和诊断性能的证据。,"Chunk2(结果段)独立覆盖全部诊断性能指标：二折交叉验证命中率、单点/多点特征比较、敏感性/特异性/PPV/NPV。数值经原文验证：84.3%, 90%+, 86.2%, 95.2%, 96.2%, 83.3%。"
rq016,PAG 信号中哪些听觉和频谱特征可用于估计狭窄位置和程度？,doc_edffea,doc_49476e,TRUE,doc_edffea:284aa28e6dcc94a0,doc_edffea:284aa28e6dcc94a0;doc_edffea:689414c1c2a0a029,2,研究通过自回归建模和离散小波变换进行多分辨率分解，生成14个PAG听觉/频谱特征，其中多数与狭窄程度线性相关；尤其是由连续小波变换计算的听觉频谱质心，可同时用于估计狭窄位置和严重程度。,"[{""claim_id"": ""rq016-c1"", ""claim_text"": ""研究通过自回归建模和离散小波变换进行多分辨率分解，生成14个PAG听觉/频谱特征，其中多数与狭窄程度线性相关；尤其是由连续小波变换计算的听觉频谱质心，可同时用于估计狭窄位置和严重程度。"", ""acceptable_chunk_ids"": [""doc_edffea:284aa28e6dcc94a0"", ""doc_edffea:689414c1c2a0a029""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[0] # Stenosis Characterization and Identification for Dialysis Vascular Access   S. $\text {Chin}^{1,2}$ ,B. $\text {Panda}{}^{1-3},$ M.S.Damaser2,4and $S.J.$ A.Majerus2,4   1. Dept. of Biomedical Engineering, Case Western Reserve University, Cleveland, Ohio, USA   2.Advanced Platform Technology Center, Louis Stokes Cleveland VA Medical Center, Cleveland, Ohio, USA   3. Dept. of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, Ohio, USA   4.Dept. of Biomedical Engineering, Lerner Research Institute,Cleveland, Ohio, USA   {slc103,bxp219,sjm18}@case.edu, dama || [1] ## I. INTRODUCTION   Long-term dialysis success and cost is dependent on maintaining a patient's vascular access, a surgically-created artery-vein bypass region that can permit high blood flow and repeated needle sticks. The vascular access is the “Achilles Heel” of hemodialysis, as maintaining the high flow characteristics (access patency) is critical to achieving efficient dialysis treatmnent. Vascular access dysfunction accounts for most medical costs in dialysis patients [1]. Vascular accesses are routinely monitored to identify internal narrowing (stenosis) which can lead to access blocka",,通过,通过,TRUE,仅保留迁移后来源中概述14项特征及频谱质心用途的证据。,迁移题(doc_49476e→doc_edffea)。Chunk1(摘要)覆盖14项特征及频谱质心。Chunk2(引言)补充连续小波变换(CWT)计算频谱质心的细节。两chunk均存在于迁移后来源。
rq017,动静脉瘘吻合角度综述如何划分角度范围，不同研究分别支持哪些角度？,doc_57bca3,doc_57bca3,FALSE,doc_57bca3:e29044aedf16353e,doc_57bca3:e29044aedf16353e;doc_57bca3:23c30fb9dd7c3daf,2,综述将吻合角分为锐角<30°、中间角30–70°和钝角>70°。临床研究中分别有2、3、3项研究支持锐角、中间角和钝角；CFD研究中分别有1、6、1项支持三类角度。综合证据作者认为30–70°中间角最优，VasQ维持的40–50°也支持该结论。,"[{""claim_id"": ""rq017-c1"", ""claim_text"": ""综述将吻合角分为锐角<30°、中间角30–70°和钝角>70°。临床研究中分别有2、3、3项研究支持锐角、中间角和钝角；CFD研究中分别有1、6、1项支持三类角度。综合证据作者认为30–70°中间角最优，VasQ维持的40–50°也支持该结论。"", ""acceptable_chunk_ids"": [""doc_57bca3:e29044aedf16353e"", ""doc_57bca3:23c30fb9dd7c3daf""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] ## Abstract   **Objective** An arteriovenous fistula (AVF) is the most common type of vascular access, given its low infection rate, few complications, good patency potential, and long service life.Although preferred for most patients with chronic kidney disease (CKD), those undergoing dialysis continue to experience AVF surgical failures and complications, with 60% of AVFs failing to mature. The anastomotic angles chosen for AVF creation are usually ones that surgeons find easiest to manually control. At present, many sources have confirmed that variations in anastomotic angle culminate in di || [3] ## Introduction   Chronic kidney disease (CKD) has drawn much atten-tion due to an increasing prevalence. End-stage kidney disease (ESKD), being the ultimate outcome, has also become a public health problem worldwide [1]. HIemo-dialysis is effective in treating ESKD, if there is reliable vascular access in place for blood exchange several times weekly [2]. At present, the primary long-term options for hemodialysis vascular access are arteriovenous fistula (AVF), central vein catheter (CVC), and arteriovenous graft (AVG). The low infection rate of AVF, in addition to its few complications, impr",,通过,通过,TRUE,保留直接覆盖角度分组、研究计数和综合结论的摘要性证据。,Chunk1(摘要)独立覆盖角度划分(<30/30-70/>70)、临床和CFD研究计数(2/3/3和1/6/1)、综合结论(30-70最优)及VasQ(40-50)。研究计数经原文验证。
rq018,空化流噪声的直接数值模拟采用了什么模型，云空化塌陷如何影响噪声？,doc_5e5413,doc_5e5413,FALSE,doc_5e5413:55eed1e28f5c6b30,doc_5e5413:55eed1e28f5c6b30,1,该直接数值模拟采用面向两相混合流体的可压缩Navier–Stokes方程、基于密度的均相平衡模型和线性组合状态方程，并用六阶紧致中心格式及选择性空间滤波解析线性与非线性波。在空化数σ=1和0.7时，尾流中云空化的相干塌陷产生冲击波，显著改变流动和噪声特性，并改变Kármán涡脱落频率。,"[{""claim_id"": ""rq018-c1"", ""claim_text"": ""该直接数值模拟采用面向两相混合流体的可压缩Navier–Stokes方程、基于密度的均相平衡模型和线性组合状态方程，并用六阶紧致中心格式及选择性空间滤波解析线性与非线性波。在空化数σ=1和0.7时，尾流中云空化的相干塌陷产生冲击波，显著改变流动和噪声特性，并改变Kármán涡脱落频率。"", ""acceptable_chunk_ids"": [""doc_5e5413:55eed1e28f5c6b30""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## Abstract   In this study, a direct numerical simulation procedure for the cavitating flow noise is presented. The compressible Navier-Stokes equations are written for the two-phase fluid, employing a density-based homogeneous equilibrium model with a linearly-combined equation of state. To resolve the linear and non-linear waves in the cavitating flow, a sixth-order compact central scheme is utilized with the selective spatial filtering technique. The present cavitation model and numerical methods are validated for two benchmark problems: linear wave convection and acoustic saturation in a ",,通过,通过,TRUE,仅摘要Chunk完整支持数值模型与云空化塌陷对噪声的影响。,单chunk完整覆盖数值模型(可压缩NS方程、均相平衡模型、线性组合状态方程、六阶紧致格式)及云空化塌陷效应(冲击波、流动噪声改变、Karman频率改变)。
rq019,2010 年全球 RRT 实际接受人数、需求缺口和 2030 年预测规模分别是多少？,doc_61c5d8,doc_61c5d8,FALSE,doc_61c5d8:d3d3e347bf825067,doc_61c5d8:d3d3e347bf825067;doc_61c5d8:1687b1a404d40c42;doc_61c5d8:96bdb166079526ea,3,2010年全球约261.8万人实际接受RRT；估计需求为490.2万至970.1万人，因此约228.4万至708.3万人因无法获得RRT而过早死亡。到2030年，全球接受RRT的人数预计增至543.9万（95% CI 389.9万–764.0万）。,"[{""claim_id"": ""rq019-c1"", ""claim_text"": ""2010年全球约261.8万人实际接受RRT；估计需求为490.2万至970.1万人，因此约228.4万至708.3万人因无法获得RRT而过早死亡。到2030年，全球接受RRT的人数预计增至543.9万（95% CI 389.9万–764.0万）。"", ""acceptable_chunk_ids"": [""doc_61c5d8:d3d3e347bf825067"", ""doc_61c5d8:1687b1a404d40c42"", ""doc_61c5d8:96bdb166079526ea""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## Summary   Background End-stage kidney disease is a leading cause of mnorbidity and mortality worldwide. Prevalence of the Published Online disease and worldwide use of renal replacement therapy (RRT) are expected to rise sharply in the next decade. We March 13,2015aimed to quantify estimates of this burden.   Methods We systematically searched Medline for observational studies and renal registries, and contacted national experts to obtain RRT prevalence data. We used Poisson regression to estimate the prevalence of RRT for **countries** without reported data. We estimated the gap between ne || [13] ## Discussion   In this systematic review, we used the best available data to calculate the number of people receiving RRT in 2010, noting that about 2·618 million people received this life-sustaining treatment worldwide. Additionally, our findings suggest that, at best, only half or less of all people needing RRT worldwide had access to it in 2010, meaning at least 2-284 million people might have died prematurely because they did not have access to the treatment in 2010. Most of this burden of preventable deaths fell on low-income and middle-income countries. Further modelling suggests that t || [15] <!-- 6 -->   <!-- www.thelancet.com Published online March 13,2015 http://dx.doi.org/10.1016/S0140-6736(14)61601-9 -->   <!-- **Articles** -->   <!--  -->   Our study has several strengths. We obtained contemporary data from 123 countries plus Taiwan and Hong Kong (almost double that of the most recent report),2⁰ including 93% of the worldwide population, using a comprehensive and systematic approach, with conservative estimates used wherever possible. This study reports estimates of RRT use worldwide, and uses the most reliable methods available to develop estimates of premature deaths due to",,通过,通过,TRUE,保留直接报告2010年实际人数、需求缺口及2030年预测的证据。,Lancet 2015系统综述。Chunk1(摘要)独立覆盖全部数值：2010年2.618M实际、4.902-9.701M需求、≥2.284M过早死亡、2030年5.439M预测。Chunk3补充过早死亡上界(7.083M)。所有数值经middle dot格式验证。中文换算准确。
rq020,与 MRA 相比，CTA 检测颅内血管狭窄和闭塞的敏感性如何？,doc_6aca02,doc_6aca02,FALSE,doc_6aca02:0f2be47e0924da1e,doc_6aca02:0f2be47e0924da1e;doc_6aca02:34d0a808145c55cb,2,经共识校正后，CTA对颅内狭窄的敏感性为98%，高于MRA的70%（P<0.001）；对颅内闭塞的敏感性为100%，也高于MRA的87%（P=0.02）。,"[{""claim_id"": ""rq020-c1"", ""claim_text"": ""经共识校正后，CTA对颅内狭窄的敏感性为98%，高于MRA的70%（P<0.001）；对颅内闭塞的敏感性为100%，也高于MRA的87%（P=0.02）。"", ""acceptable_chunk_ids"": [""doc_6aca02:0f2be47e0924da1e"", ""doc_6aca02:34d0a808145c55cb""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # MR Angiography, and DigitalSubtraction Angiography   Suzie Bash, J. Pablo Villablanca, Reza Jahan, Gary Duckwiler, Monica Tillis, Chelsea Kidwell,   Jeffrey Saver,and James Sayre   BACKGROUND AND **PURPOSE: Although digital** subtraction angiography (DSA) provides excellent visualization of the intracranial vasculature, it has several limitations. Our purpose was to evaluate the ability of helical CT angiography (CTA) to help detect and quantify intracranial stenosis and occlusion compared with DSA and MR angiography (MRA).   **METHODS**: Twenty-eight patients underwent CTA, DSA, and 3D time || [12] B, Frontal middle phase DSA image shows selective injection of the left vertebral artery, which terminates in an extracranial muscular branch near the skull base (arrow). No flow is seen in the intracranial segment of the left vertebral artery indicating occlusion of this vessel segment.   C, Lateral projection, right ICA injection, middle arterial phase DSA image shows minimaI retrograde filling of the distal basilar artery (arrow) through the posterior commu-   nicating artery, but there is absence of flow in the remainder of the boasilar artery, suggesting segmental occlusion of this vessel",,通过,通过,TRUE,仅保留直接给出CTA与MRA狭窄、闭塞敏感性比较的证据。,"Chunk1(摘要)独立覆盖CTA vs MRA狭窄敏感性(98% vs 70%, P<.001)和闭塞敏感性(100% vs 87%, P=.02)。Chunk2结果段独立验证相同数值。P值格式经原文验证。"
rq021,多点声学测量中，显著狭窄前后收缩期频谱内容的起始时间发生了什么变化？,doc_6f1019,doc_6f1019,FALSE,doc_6f1019:366003d552b6e663,doc_6f1019:366003d552b6e663,1,显著狭窄时，狭窄近端与远端的收缩期频谱起始时间关系发生反转：狭窄<50%时约+22 ms，狭窄>50%时约−20至−38 ms。,"[{""claim_id"": ""rq021-c1"", ""claim_text"": ""显著狭窄时，狭窄近端与远端的收缩期频谱起始时间关系发生反转：狭窄<50%时约+22 ms，狭窄>50%时约−20至−38 ms。"", ""acceptable_chunk_ids"": [""doc_6f1019:366003d552b6e663""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[0] # Vascular Stenosis Detection Using Temporal-Spectral Differences in Correlated Acoustic   ## Measurements   B.Panda¹,2, Member, IEEE, S.Mandal²,Senior Member, IEEE,and   S.J.A.Majerus3, Senior Member, IEEE   'Department of Biomedical Engineering,Case Western Reserve University;   2Department of Electrical Engineering and Computer Science, Case Western Reserve University;   3Advanced Platform Technology Center, Louis Stokes Cleveland Veterans Affairs Medical Center, Cleveland, OH   {bxp219,sxm833,sjm18}@case.edu   **Abstract-Central venous stenosis is often undiagnosed in** **patients with hem",,通过,通过,TRUE,仅保留直接报告显著狭窄前后频谱起始时间反转及数值的证据。,"单chunk独立覆盖频谱起始时间反转现象及数值(+22 ms, -20至-38 ms)。数值方向明确：狭窄<50%正向，>50%负向。"
rq022,耦合流声计算研究认为狭窄动脉杂音的主要声源与哪种壁面压力作用有关？,doc_73baa9,doc_73baa9,FALSE,doc_73baa9:578dfa74567556c0,doc_73baa9:578dfa74567556c0;doc_73baa9:3017a5a9e4c60dc6;doc_73baa9:e22be1dd7a8e25ab;doc_73baa9:e6d3a334a3cd38f8,4,主要声源是狭窄后血管壁上积分压力力的时间导数；主导贡献来自狭窄后尤其近狭窄后涡运动及其与壁面相互作用造成的压力波动。,"[{""claim_id"": ""rq022-c1"", ""claim_text"": ""主要声源是狭窄后血管壁上积分压力力的时间导数；主导贡献来自狭窄后尤其近狭窄后涡运动及其与壁面相互作用造成的压力波动。"", ""acceptable_chunk_ids"": [""doc_73baa9:578dfa74567556c0"", ""doc_73baa9:3017a5a9e4c60dc6"", ""doc_73baa9:e22be1dd7a8e25ab"", ""doc_73baa9:e6d3a334a3cd38f8""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # A coupled flow-acoustic computational study of bruits   ## from a modeled stenosed artery   **Jung Hee Seo·Rajat Mittal**   Received: 9 November 2011/Accepted: 7 May 2012/Published online:21 May 2012   © International Federation for Medical and Biological Engineering 2012   **Abstract** The sound generated by blood flow in stenosed arteries is investigated for a model that consists of a channel with a one-sided constriction. The blood flow-induced arte-rial “bruits” are computed directly using a hybrid approach wherein the hemodynamic flow field is solved by an immersed boundary, incompressi || [13] (Hz) is estimated by assuming the heart beat rate to be 75 BPM (beat- $per-min$ ). Vertical dashed lines indicate break-frequencies. c Time-frequency spectrogram for | v'l   are almost identical and this supports our earlier assump-tion (used in deriving Eq. 13) that there is little difference between the upper and lower wall pressures. The computed frequency spectrum of the integrated pressure force is compared with the spectrum of velocity fluctuation at the epidermal surface in Fig 6b and found to match very well with the bruit spectrum for both cases. The bruit spectrum is also evaluated a || [14] ## 5 Discussion   In this study, an analysis of the computed results indicates that the epidermal velocity fluctuations are correlated well with the time-derivative of the pressure force on the lumen integrated over the near post-stenotic region. This supports the view that the primary source of arterial bruits is the vortex inducted perturbations in the near post-stenotic region.   In the previous 3D LES study of Mittal et al. [24].which also employed a similar model, the maximum flow dis-turbance was found to be located near the flow re-attachment region where the shear layer rolIs up and br || [16] Having established that the bruit is associated with the fluctuating force on the vessel wvall, the focus is turned towards determining the local region of the flow that is most responsible for the bruit sound generation. The most widely accepted notion in this context is that bruits are associated with the ""disturbed"" flow and the associated pressure fluc-tuation in the post-stenotic region. We investigated this issue by decomposing the total integrated pressure force and found that for the 50 % constriction case, both the near and far post stenotic regions contribute equally to the bruit sou",,通过,通过,TRUE,保留直接解释积分压力力时间导数及狭窄后涡—壁作用声源机制的证据。,四chunk联合支撑。Chunk3(讨论)独立给出核心结论：积分压力力时间导数为主要声源，近狭窄后涡运动为主导贡献。Chunk4补充区域贡献分解。因果措辞准确。
